word_count,char_count,char_div4
61,321,80.25
93,520,130.0
172,1067,266.75
213,1235,308.75
186,1104,276.0
289,2001,500.25
72,500,125.0
82,588,147.0
120,922,230.5
167,1270,317.5
86,638,159.5
80,643,160.75
124,1000,250.0
136,1137,284.25
87,681,170.25
187,1086,271.5
1,6,1.5
3,16,4.0
3,16,4.0
6,23,5.75
6,33,8.25
157,1680,420.0
168,917,229.25
183,1023,255.75
39,205,51.25
6,27,6.75
7,35,8.75
39,194,48.5
5,32,8.0
17,88,22.0
304,2002,500.5
459,3214,803.5
329,2190,547.5
46,271,67.75
57,335,83.75
143,865,216.25
43,256,64.0
83,479,119.75
76,446,111.5
91,528,132.0
1,4,1.0
6,26,6.5
7,36,9.0
7,36,9.0
20,87,21.75
93,563,140.75
7,34,8.5
196,1143,285.75
188,1076,269.0
14,83,20.75
229,1317,329.25
103,642,160.5
259,1449,362.25
190,1119,279.75
330,1923,480.75
194,1084,271.0
289,1811,452.75
299,1963,490.75
357,2206,551.5
91,686,171.5
392,2143,535.75
4,38,9.5
196,1105,276.25
28,145,36.25
139,943,235.75
246,1686,421.5
241,1774,443.5
34,170,42.5
346,2194,548.5
11,77,19.25
42,243,60.75
29,179,44.75
64,396,99.0
61,342,85.5
158,935,233.75
33,163,40.75
385,2152,538.0
168,1363,340.75
73,928,232.0
78,470,117.5
89,561,140.25
86,578,144.5
149,1009,252.25
190,1155,288.75
178,1105,276.25
209,1328,332.0
7,34,8.5
5,23,5.75
8,25,6.25
16,90,22.5
13,67,16.75
340,1874,468.5
218,1194,298.5
34,199,49.75
29,199,49.75
358,2281,570.25
7,29,7.25
232,1567,391.75
56,423,105.75
39,234,58.5
82,494,123.5
88,598,149.5
77,490,122.5
1,1,0.25
19,116,29.0
211,1284,321.0
39,229,57.25
223,1229,307.25
238,1361,340.25
247,1710,427.5
3,20,5.0
67,379,94.75
73,430,107.5
127,816,204.0
39,222,55.5
34,212,53.0
242,1407,351.75
121,688,172.0
399,2596,649.0
382,2430,607.5
416,2629,657.25
406,2609,652.25
287,1867,466.75
342,2224,556.0
10,60,15.0
20,149,37.25
51,473,118.25
14,73,18.25
15,99,24.75
11,54,13.5
36,197,49.25
189,1230,307.5
64,349,87.25
45,242,60.5
10,80,20.0
69,419,104.75
180,1170,292.5
99,589,147.25
7,34,8.5
67,362,90.5
92,544,136.0
340,2391,597.75
15,81,20.25
320,1935,483.75
301,1826,456.5
155,898,224.5
250,1582,395.5
81,480,120.0
389,2115,528.75
160,835,208.75
4,21,5.25
185,1095,273.75
7,34,8.5
211,1126,281.5
228,1260,315.0
42,279,69.75
7,32,8.0
19,100,25.0
18,136,34.0
24,124,31.0
27,119,29.75
37,168,42.0
73,493,123.25
56,335,83.75
62,350,87.5
313,1803,450.75
249,1481,370.25
92,544,136.0
5,31,7.75
126,850,212.5
218,1451,362.75
6,29,7.25
118,890,222.5
7,63,15.75
196,1335,333.75
15,101,25.25
158,1214,303.5
100,779,194.75
188,1407,351.75
36,233,58.25
150,1137,284.25
132,425,106.25
7,53,13.25
176,1294,323.5
176,1337,334.25
94,691,172.75
120,963,240.75
139,1078,269.5
175,1411,352.75
7,48,12.0
1,4,1.0
208,1466,366.5
306,2102,525.5
39,246,61.5
7,32,8.0
198,1279,319.75
115,632,158.0
106,615,153.75
148,830,207.5
142,858,214.5
207,1296,324.0
18,105,26.25
151,886,221.5
276,1491,372.75
37,208,52.0
207,1307,326.75
78,615,153.75
96,547,136.75
198,1336,334.0
228,1432,358.0
8,47,11.75
53,296,74.0
70,399,99.75
57,408,102.0
390,2425,606.25
2,11,2.75
119,726,181.5
16,97,24.25
466,3251,812.75
5,28,7.0
7,34,8.5
105,692,173.0
332,1969,492.25
40,239,59.75
79,475,118.75
42,227,56.75
213,1479,369.75
213,1297,324.25
258,1547,386.75
275,1821,455.25
251,1732,433.0
103,609,152.25
183,1057,264.25
201,1411,352.75
295,2666,666.5
23,169,42.25
100,742,185.5
76,591,147.75
18,99,24.75
369,2161,540.25
579,3030,757.5
13,142,35.5
143,1043,260.75
218,1198,299.5
176,1314,328.5
6,23,5.75
16,95,23.75
18,107,26.75
79,436,109.0
48,253,63.25
9,36,9.0
33,145,36.25
18,86,21.5
47,211,52.75
323,2047,511.75
325,2041,510.25
263,1660,415.0
211,1319,329.75
54,311,77.75
14,86,21.5
13,67,16.75
184,1148,287.0
123,768,192.0
90,550,137.5
82,502,125.5
109,654,163.5
147,946,236.5
19,104,26.0
129,791,197.75
287,1616,404.0
8,45,11.25
161,1145,286.25
1,2,0.5
160,951,237.75
248,1537,384.25
76,466,116.5
1,3,0.75
183,1061,265.25
95,449,112.25
52,374,93.5
230,1463,365.75
213,1388,347.0
13,79,19.75
8,45,11.25
174,1091,272.75
223,1376,344.0
345,2266,566.5
174,1059,264.75
1,15,3.75
18,180,45.0
1,2,0.5
193,1187,296.75
416,3173,793.25
157,911,227.75
46,290,72.5
51,321,80.25
237,1396,349.0
391,2396,599.0
124,780,195.0
91,627,156.75
87,602,150.5
117,692,173.0
29,190,47.5
87,552,138.0
68,433,108.25
24,152,38.0
6,30,7.5
113,942,235.5
87,746,186.5
79,770,192.5
144,1109,277.25
79,576,144.0
102,624,156.0
110,659,164.75
114,703,175.75
266,1523,380.75
71,386,96.5
255,1576,394.0
222,1430,357.5
223,1493,373.25
91,510,127.5
179,1013,253.25
263,1454,363.5
12,65,16.25
341,1903,475.75
340,2208,552.0
249,1747,436.75
108,690,172.5
93,558,139.5
91,558,139.5
194,1317,329.25
5,26,6.5
3,14,3.5
299,1629,407.25
71,431,107.75
1,5,1.25
331,2478,619.5
245,1323,330.75
263,1691,422.75
375,2351,587.75
378,2357,589.25
172,1061,265.25
325,2061,515.25
370,2458,614.5
192,1134,283.5
7,34,8.5
171,901,225.25
95,572,143.0
144,977,244.25
141,795,198.75
146,1536,384.0
58,330,82.5
170,1049,262.25
269,1553,388.25
126,1368,342.0
293,1961,490.25
341,2285,571.25
124,818,204.5
152,938,234.5
107,698,174.5
98,717,179.25
386,3054,763.5
253,1518,379.5
291,1542,385.5
104,603,150.75
467,3287,821.75
205,1053,263.25
170,985,246.25
111,742,185.5
95,569,142.25
1,1,0.25
6,59,14.75
79,529,132.25
7,32,8.0
158,1184,296.0
106,614,153.5
19,102,25.5
3,31,7.75
4,20,5.0
7,32,8.0
1,15,3.75
55,335,83.75
7,32,8.0
211,1067,266.75
211,1104,276.0
211,1104,276.0
207,1103,275.75
1,2,0.5
21,117,29.25
116,718,179.5
70,439,109.75
27,176,44.0
25,169,42.25
28,192,48.0
19,106,26.5
27,176,44.0
11,66,16.5
7,40,10.0
14,78,19.5
79,1190,297.5
301,2036,509.0
214,1736,434.0
30,141,35.25
42,250,62.5
260,1573,393.25
23,125,31.25
283,1737,434.25
185,1042,260.5
147,904,226.0
141,898,224.5
135,822,205.5
8,37,9.25
8,37,9.25
8,40,10.0
89,524,131.0
713,3785,946.25
132,774,193.5
179,1107,276.75
232,1504,376.0
49,278,69.5
18,136,34.0
7,34,8.5
8,41,10.25
5,26,6.5
118,734,183.5
85,405,101.25
53,405,101.25
154,1070,267.5
281,1558,389.5
147,845,211.25
214,1220,305.0
30,158,39.5
35,221,55.25
80,515,128.75
248,1484,371.0
213,1502,375.5
10,49,12.25
206,1270,317.5
17,87,21.75
353,2393,598.25
451,2923,730.75
269,1622,405.5
149,955,238.75
151,1143,285.75
23,114,28.5
465,1272,318.0
52,313,78.25
1,3,0.75
1,3,0.75
103,643,160.75
84,460,115.0
164,1235,308.75
25,146,36.5
75,416,104.0
37,205,51.25
64,352,88.0
86,506,126.5
86,506,126.5
361,2409,602.25
33,178,44.5
34,186,46.5
319,1887,471.75
549,3155,788.75
35,208,52.0
113,726,181.5
57,443,110.75
10,49,12.25
24,133,33.25
29,158,39.5
45,282,70.5
145,1090,272.5
128,1076,269.0
332,1902,475.5
27,166,41.5
24,116,29.0
29,168,42.0
46,234,58.5
46,234,58.5
145,923,230.75
122,772,193.0
154,1032,258.0
184,1175,293.75
21,188,47.0
1,8,2.0
21,134,33.5
18,100,25.0
110,584,146.0
52,333,83.25
50,364,91.0
54,389,97.25
126,825,206.25
291,1968,492.0
250,1568,392.0
170,941,235.25
352,2167,541.75
376,2298,574.5
7,39,9.75
39,204,51.0
256,1554,388.5
146,1004,251.0
189,1235,308.75
46,289,72.25
13,70,17.5
6,33,8.25
34,201,50.25
20,139,34.75
53,322,80.5
54,294,73.5
70,410,102.5
67,402,100.5
72,442,110.5
85,511,127.75
181,1048,262.0
172,964,241.0
217,1272,318.0
35,181,45.25
6,32,8.0
25,134,33.5
287,1946,486.5
174,983,245.75
254,1764,441.0
7,34,8.5
44,243,60.75
177,991,247.75
268,1412,353.0
185,1105,276.25
2,32,8.0
222,1310,327.5
227,1510,377.5
14,77,19.25
192,1380,345.0
6,26,6.5
317,1993,498.25
300,1885,471.25
322,1888,472.0
240,1577,394.25
200,1368,342.0
173,1147,286.75
252,1655,413.75
106,660,165.0
308,1864,466.0
242,1759,439.75
290,2013,503.25
177,1458,364.5
246,1538,384.5
248,1464,366.0
42,253,63.25
42,280,70.0
205,1224,306.0
201,1352,338.0
9,59,14.75
144,1194,298.5
255,1708,427.0
82,456,114.0
468,2524,631.0
254,1500,375.0
346,2017,504.25
242,1447,361.75
205,1145,286.25
18,94,23.5
275,1554,388.5
12,71,17.75
11,63,15.75
126,952,238.0
200,1592,398.0
1,19,4.75
154,1276,319.0
1,1,0.25
2,4,1.0
94,654,163.5
294,1899,474.75
233,1616,404.0
5,25,6.25
96,554,138.5
5,24,6.0
4,20,5.0
1,6,1.5
13,65,16.25
257,1811,452.75
227,1655,413.75
1,4,1.0
17,110,27.5
19,106,26.5
447,3061,765.25
288,1910,477.5
43,241,60.25
12,58,14.5
64,458,114.5
65,392,98.0
4,32,8.0
272,1475,368.75
8,51,12.75
15,114,28.5
345,2124,531.0
203,1463,365.75
128,908,227.0
56,313,78.25
64,410,102.5
94,569,142.25
11,53,13.25
15,107,26.75
16,81,20.25
34,214,53.5
18,109,27.25
232,1415,353.75
200,1242,310.5
223,1369,342.25
46,260,65.0
7,32,8.0
216,1168,292.0
412,2248,562.0
467,2646,661.5
1065,6041,1510.25
2164,12311,3077.75
133,763,190.75
162,891,222.75
36,224,56.0
2,10,2.5
3,13,3.25
2,10,2.5
149,1141,285.25
65,396,99.0
260,1853,463.25
205,1329,332.25
1,1,0.25
20,167,41.75
66,380,95.0
105,674,168.5
115,753,188.25
173,982,245.5
91,543,135.75
65,445,111.25
193,1399,349.75
137,925,231.25
187,1183,295.75
74,460,115.0
334,2026,506.5
302,1908,477.0
60,334,83.5
19,108,27.0
60,348,87.0
18,133,33.25
389,2026,506.5
7,32,8.0
222,1541,385.25
224,1185,296.25
281,1901,475.25
270,1670,417.5
258,1621,405.25
276,1798,449.5
5,44,11.0
307,1971,492.75
8,51,12.75
10,72,18.0
246,1398,349.5
245,1502,375.5
8,45,11.25
72,522,130.5
29,147,36.75
36,187,46.75
42,246,61.5
39,211,52.75
36,192,48.0
84,555,138.75
236,1431,357.75
326,2492,623.0
187,1450,362.5
81,498,124.5
37,221,55.25
15,95,23.75
34,222,55.5
27,177,44.25
24,139,34.75
229,1542,385.5
172,1137,284.25
204,1290,322.5
239,1581,395.25
76,484,121.0
142,957,239.25
20,113,28.25
3,10,2.5
1,3,0.75
16,169,42.25
186,1192,298.0
2,12,3.0
10,58,14.5
84,517,129.25
83,502,125.5
75,474,118.5
68,401,100.25
52,325,81.25
240,1302,325.5
52,275,68.75
3,11,2.75
8,30,7.5
36,202,50.5
35,202,50.5
25,147,36.75
132,701,175.25
84,511,127.75
48,271,67.75
54,285,71.25
162,982,245.5
9,46,11.5
1,15,3.75
77,968,242.0
177,978,244.5
392,2005,501.25
372,1923,480.75
232,1187,296.75
340,1771,442.75
44,254,63.5
1,1,0.25
1,1,0.25
58,331,82.75
90,510,127.5
154,888,222.0
137,783,195.75
189,1107,276.75
143,835,208.75
63,439,109.75
18,101,25.25
274,2018,504.5
70,522,130.5
97,616,154.0
110,676,169.0
233,1365,341.25
241,1359,339.75
330,1978,494.5
298,1644,411.0
168,930,232.5
1,1,0.25
42,276,69.0
37,206,51.5
39,263,65.75
39,263,65.75
154,1118,279.5
105,618,154.5
208,1349,337.25
161,1035,258.75
217,1346,336.5
132,790,197.5
220,1415,353.75
7,32,8.0
215,1330,332.5
479,3090,772.5
154,933,233.25
447,2315,578.75
503,2746,686.5
86,505,126.25
100,625,156.25
19,100,25.0
20,115,28.75
133,827,206.75
205,1280,320.0
204,1232,308.0
75,484,121.0
104,626,156.5
135,859,214.75
296,1937,484.25
1,3,0.75
250,1753,438.25
189,1315,328.75
199,1323,330.75
233,1691,422.75
75,500,125.0
231,1353,338.25
6,34,8.5
210,1514,378.5
211,1637,409.25
83,699,174.75
375,2158,539.5
377,2040,510.0
332,2079,519.75
10,57,14.25
197,1309,327.25
102,600,150.0
32,183,45.75
2,13,3.25
231,1339,334.75
9,45,11.25
60,418,104.5
48,370,92.5
63,437,109.25
162,1043,260.75
28,163,40.75
122,720,180.0
126,708,177.0
13,74,18.5
58,347,86.75
149,971,242.75
58,330,82.5
271,1711,427.75
259,1613,403.25
295,1839,459.75
317,1940,485.0
301,1853,463.25
311,1911,477.75
341,1890,472.5
315,1745,436.25
213,1134,283.5
301,1654,413.5
198,1118,279.5
258,1475,368.75
5,32,8.0
209,1380,345.0
183,1576,394.0
272,1741,435.25
194,1243,310.75
36,231,57.75
16,107,26.75
202,1228,307.0
2,40,10.0
247,1728,432.0
70,425,106.25
30,213,53.25
204,1263,315.75
160,912,228.0
232,1352,338.0
178,1018,254.5
200,1125,281.25
93,578,144.5
395,2452,613.0
158,1043,260.75
181,1107,276.75
247,1226,306.5
265,1272,318.0
243,1143,285.75
231,1062,265.5
225,1042,260.5
221,982,245.5
221,982,245.5
216,974,243.5
222,968,242.0
229,1045,261.25
188,905,226.25
223,973,243.25
223,1005,251.25
147,756,189.0
73,413,103.25
130,948,237.0
97,745,186.25
100,731,182.75
76,573,143.25
33,220,55.0
1,2,0.5
57,435,108.75
1,8,2.0
126,1021,255.25
256,1471,367.75
337,2100,525.0
81,470,117.5
163,903,225.75
226,1399,349.75
88,560,140.0
128,903,225.75
126,722,180.5
35,193,48.25
2,5,1.25
210,1459,364.75
201,1370,342.5
168,1250,312.5
201,1201,300.25
181,1044,261.0
152,875,218.75
120,647,161.75
124,788,197.0
137,859,214.75
36,389,97.25
53,314,78.5
107,716,179.0
35,210,52.5
391,2437,609.25
38,178,44.5
69,329,82.25
5,28,7.0
68,399,99.75
37,218,54.5
37,197,49.25
41,203,50.75
47,267,66.75
235,1672,418.0
17,96,24.0
9,46,11.5
242,1283,320.75
190,1037,259.25
254,1633,408.25
289,1792,448.0
307,1713,428.25
287,1636,409.0
333,1936,484.0
64,332,83.0
184,1028,257.0
42,249,62.25
7,29,7.25
23,123,30.75
12,69,17.25
39,275,68.75
79,437,109.25
96,524,131.0
395,1996,499.0
392,1972,493.0
395,1904,476.0
2,22,5.5
28,199,49.75
7,34,8.5
7,34,8.5
423,2301,575.25
321,2084,521.0
10,65,16.25
40,263,65.75
320,1988,497.0
280,1938,484.5
262,1898,474.5
277,1766,441.5
70,411,102.75
7,32,8.0
25,144,36.0
12,74,18.5
8,45,11.25
165,939,234.75
4,22,5.5
163,1046,261.5
73,380,95.0
44,232,58.0
77,418,104.5
194,1434,358.5
170,1126,281.5
337,2376,594.0
91,616,154.0
39,208,52.0
76,397,99.25
109,603,150.75
201,1140,285.0
151,844,211.0
10,62,15.5
1,2,0.5
284,2009,502.25
224,1537,384.25
246,1575,393.75
393,2674,668.5
231,1448,362.0
1,1,0.25
42,248,62.0
662,3855,963.75
567,3240,810.0
540,3241,810.25
27,154,38.5
10,45,11.25
1,3,0.75
7,32,8.0
85,476,119.0
101,560,140.0
310,2013,503.25
361,1963,490.75
161,982,245.5
114,687,171.75
110,581,145.25
225,1330,332.5
24,114,28.5
54,359,89.75
78,443,110.75
51,349,87.25
126,911,227.75
124,908,227.0
113,826,206.5
221,1371,342.75
60,369,92.25
82,464,116.0
58,396,99.0
71,425,106.25
64,444,111.0
24,142,35.5
54,379,94.75
65,409,102.25
410,2803,700.75
57,329,82.25
46,267,66.75
26,139,34.75
1,15,3.75
219,1383,345.75
1,1,0.25
230,1374,343.5
184,995,248.75
216,1249,312.25
213,1223,305.75
137,772,193.0
78,458,114.5
9,55,13.75
117,647,161.75
18,113,28.25
68,348,87.0
91,499,124.75
113,648,162.0
54,346,86.5
261,1724,431.0
7,32,8.0
33,181,45.25
5,15,3.75
35,169,42.25
31,149,37.25
38,187,46.75
38,187,46.75
38,187,46.75
79,365,91.25
276,1805,451.25
1,1,0.25
124,933,233.25
38,248,62.0
16,86,21.5
249,1637,409.25
519,3574,893.5
284,1571,392.75
1,2,0.5
23,73,18.25
145,913,228.25
7,32,8.0
282,1808,452.0
31,170,42.5
111,669,167.25
176,1038,259.5
140,1010,252.5
5,35,8.75
7,34,8.5
7,33,8.25
77,468,117.0
63,397,99.25
1,2,0.5
29,153,38.25
391,2263,565.75
67,344,86.0
258,1620,405.0
94,534,133.5
22,100,25.0
8,54,13.5
2,13,3.25
68,326,81.5
112,730,182.5
129,920,230.0
186,1178,294.5
118,707,176.75
104,620,155.0
90,423,105.75
17,70,17.5
224,1312,328.0
122,1209,302.25
224,1312,328.0
227,1329,332.25
237,1441,360.25
7,47,11.75
297,1543,385.75
30,188,47.0
52,319,79.75
91,552,138.0
105,643,160.75
121,709,177.25
207,1430,357.5
49,253,63.25
98,538,134.5
219,1548,387.0
255,1689,422.25
2,17,4.25
271,1861,465.25
235,1583,395.75
288,1872,468.0
219,1677,419.25
55,370,92.5
45,230,57.5
58,350,87.5
53,308,77.0
62,324,81.0
135,831,207.75
10,52,13.0
83,478,119.5
168,908,227.0
165,921,230.25
59,312,78.0
67,351,87.75
65,389,97.25
70,381,95.25
154,935,233.75
25,167,41.75
1,2,0.5
1,1,0.25
186,1574,393.5
288,1254,313.5
3,13,3.25
105,778,194.5
172,1133,283.25
235,1460,365.0
12,80,20.0
57,315,78.75
293,1709,427.25
92,478,119.5
91,478,119.5
324,2051,512.75
146,985,246.25
323,2283,570.75
132,826,206.5
387,1896,474.0
382,3041,760.25
64,379,94.75
15,42,10.5
1,1,0.25
182,1182,295.5
206,1163,290.75
291,1772,443.0
171,993,248.25
232,1261,315.25
291,1844,461.0
310,1773,443.25
30,196,49.0
3,19,4.75
18,86,21.5
19,118,29.5
7,43,10.75
7,43,10.75
33,229,57.25
54,367,91.75
17,100,25.0
7,32,8.0
19,103,25.75
164,1773,443.25
125,760,190.0
10,54,13.5
17,87,21.75
65,351,87.75
232,1306,326.5
505,3520,880.0
439,2541,635.25
153,876,219.0
356,2122,530.5
226,1375,343.75
7,32,8.0
63,380,95.0
200,1244,311.0
51,330,82.5
67,372,93.0
61,346,86.5
420,2766,691.5
155,867,216.75
166,865,216.25
28,154,38.5
29,152,38.0
81,454,113.5
317,1733,433.25
324,1624,406.0
245,1589,397.25
71,435,108.75
156,835,208.75
58,379,94.75
191,1194,298.5
113,749,187.25
12,70,17.5
9,59,14.75
180,1055,263.75
74,467,116.75
284,1995,498.75
184,1296,324.0
257,1849,462.25
1,1,0.25
107,673,168.25
19,108,27.0
189,1751,437.75
1,33,8.25
77,531,132.75
70,475,118.75
5,32,8.0
241,1491,372.75
135,984,246.0
171,1228,307.0
117,949,237.25
194,1426,356.5
150,917,229.25
202,1260,315.0
181,1182,295.5
19,113,28.25
11,57,14.25
225,1375,343.75
10,52,13.0
1,15,3.75
114,604,151.0
33,162,40.5
16,94,23.5
23,131,32.75
17,96,24.0
282,1644,411.0
281,1632,408.0
126,693,173.25
77,440,110.0
213,1323,330.75
265,1361,340.25
273,1386,346.5
262,1875,468.75
27,166,41.5
27,136,34.0
124,722,180.5
155,997,249.25
8,37,9.25
82,477,119.25
227,1273,318.25
232,1265,316.25
147,1451,362.75
70,356,89.0
662,3680,920.0
136,772,193.0
136,835,208.75
72,462,115.5
98,518,129.5
161,905,226.25
108,617,154.25
105,698,174.5
2,10,2.5
2,10,2.5
3,18,4.5
68,416,104.0
1,26,6.5
3,16,4.0
143,984,246.0
65,410,102.5
132,845,211.25
113,687,171.75
148,962,240.5
150,1083,270.75
47,302,75.5
43,305,76.25
1,1,0.25
27,163,40.75
62,375,93.75
13,78,19.5
226,1330,332.5
1,14,3.5
56,330,82.5
101,611,152.75
30,176,44.0
246,1696,424.0
177,1003,250.75
7,51,12.75
5,18,4.5
28,172,43.0
127,662,165.5
10,47,11.75
7,34,8.5
438,3179,794.75
249,1783,445.75
15,87,21.75
55,351,87.75
5,25,6.25
440,2859,714.75
198,1205,301.25
57,314,78.5
70,432,108.0
193,1068,267.0
276,1765,441.25
7,31,7.75
66,422,105.5
287,1933,483.25
26,151,37.75
39,282,70.5
4,16,4.0
18,100,25.0
58,428,107.0
262,1643,410.75
9,63,15.75
237,1429,357.25
7,32,8.0
160,1071,267.75
237,1589,397.25
65,360,90.0
66,481,120.25
267,1674,418.5
7,34,8.5
1,20,5.0
54,333,83.25
39,212,53.0
68,388,97.0
19,98,24.5
206,1233,308.25
18,94,23.5
87,643,160.75
15,85,21.25
160,1105,276.25
19,98,24.5
181,1241,310.25
284,1839,459.75
362,2044,511.0
147,817,204.25
343,2053,513.25
200,1235,308.75
95,534,133.5
23,111,27.75
34,175,43.75
85,553,138.25
87,489,122.25
2,12,3.0
4,21,5.25
6,34,8.5
2,16,4.0
34,196,49.0
21,108,27.0
25,127,31.75
14,76,19.0
57,336,84.0
59,355,88.75
24,118,29.5
139,787,196.75
5,18,4.5
34,167,41.75
51,283,70.75
79,483,120.75
85,459,114.75
85,442,110.5
166,1015,253.75
39,291,72.75
180,1495,373.75
228,1743,435.75
247,1331,332.75
265,1421,355.25
265,1401,350.25
206,882,220.5
151,999,249.75
169,774,193.5
8,51,12.75
236,1609,402.25
164,1092,273.0
134,899,224.75
164,1092,273.0
90,654,163.5
174,921,230.25
252,1960,490.0
227,1538,384.5
45,221,55.25
13,63,15.75
61,353,88.25
47,278,69.5
116,667,166.75
7,32,8.0
302,2019,504.75
243,1610,402.5
120,646,161.5
1,27,6.75
2,3,0.75
2,3,0.75
37,209,52.25
456,3024,756.0
21,122,30.5
44,253,63.25
58,332,83.0
42,257,64.25
65,398,99.5
76,423,105.75
12,63,15.75
98,558,139.5
67,366,91.5
94,579,144.75
74,465,116.25
39,187,46.75
43,263,65.75
77,508,127.0
16,91,22.75
41,244,61.0
67,379,94.75
1,1,0.25
189,1183,295.75
2,8,2.0
7,48,12.0
9,68,17.0
17,100,25.0
7,32,8.0
7,34,8.5
31,222,55.5
93,560,140.0
51,353,88.25
156,1087,271.75
12,76,19.0
20,125,31.25
35,239,59.75
31,210,52.5
23,146,36.5
170,1136,284.0
178,1160,290.0
196,1076,269.0
80,491,122.75
110,878,219.5
100,611,152.75
116,792,198.0
110,887,221.75
114,656,164.0
117,647,161.75
123,702,175.5
1,6,1.5
112,725,181.25
64,396,99.0
23,133,33.25
294,1879,469.75
1,1,0.25
47,318,79.5
5,22,5.5
206,1330,332.5
182,1182,295.5
194,1091,272.75
153,887,221.75
7,29,7.25
7,29,7.25
75,482,120.5
7,29,7.25
37,177,44.25
4,18,4.5
7,29,7.25
4,18,4.5
18,110,27.5
222,1305,326.25
24,136,34.0
96,593,148.25
17,105,26.25
87,501,125.25
116,713,178.25
112,649,162.25
169,1133,283.25
77,442,110.5
297,1844,461.0
25,123,30.75
251,1728,432.0
183,953,238.25
97,485,121.25
76,387,96.75
345,1925,481.25
383,2939,734.75
91,667,166.75
10,52,13.0
13,80,20.0
198,1155,288.75
258,1369,342.25
7,64,16.0
271,1496,374.0
372,2118,529.5
33,204,51.0
239,1536,384.0
135,1212,303.0
63,449,112.25
91,628,157.0
94,600,150.0
84,620,155.0
68,510,127.5
115,747,186.75
1,6,1.5
3,16,4.0
2,8,2.0
13,70,17.5
152,1040,260.0
387,2428,607.0
399,2623,655.75
287,1946,486.5
96,612,153.0
49,238,59.5
29,176,44.0
45,258,64.5
3,18,4.5
120,572,143.0
3,15,3.75
3,10,2.5
22,123,30.75
15,96,24.0
381,2717,679.25
86,465,116.25
171,948,237.0
181,1545,386.25
206,1287,321.75
203,1483,370.75
276,1632,408.0
15,99,24.75
1,3,0.75
15,97,24.25
5,25,6.25
156,900,225.0
128,727,181.75
144,853,213.25
7,32,8.0
169,999,249.75
200,1172,293.0
94,553,138.25
74,390,97.5
347,1971,492.75
85,491,122.75
20,103,25.75
9,36,9.0
151,1044,261.0
150,998,249.5
328,1860,465.0
82,538,134.5
26,179,44.75
275,1709,427.25
10,62,15.5
258,1695,423.75
156,941,235.25
80,451,112.75
73,431,107.75
43,249,62.25
38,147,36.75
1,1,0.25
112,720,180.0
140,879,219.75
74,448,112.0
74,440,110.0
82,510,127.5
82,510,127.5
82,510,127.5
82,510,127.5
119,678,169.5
135,758,189.5
45,287,71.75
6,43,10.75
34,254,63.5
60,400,100.0
72,487,121.75
217,1282,320.5
173,1082,270.5
1,1,0.25
1,1,0.25
4,19,4.75
12,65,16.25
5,34,8.5
8,45,11.25
7,36,9.0
151,1019,254.75
7,34,8.5
20,112,28.0
22,134,33.5
35,212,53.0
76,446,111.5
94,511,127.75
183,1029,257.25
308,1975,493.75
17,93,23.25
274,1384,346.0
124,777,194.25
14,83,20.75
200,1277,319.25
182,1089,272.25
194,1147,286.75
55,347,86.75
80,550,137.5
113,728,182.0
215,1405,351.25
1,6,1.5
4,16,4.0
1,6,1.5
29,151,37.75
358,1921,480.25
97,595,148.75
32,171,42.75
42,239,59.75
62,372,93.0
167,1015,253.75
137,945,236.25
3,261,65.25
3,280,70.0
4,398,99.5
4,382,95.5
99,650,162.5
69,401,100.25
69,401,100.25
60,344,86.0
1,7,1.75
1,4,1.0
234,1455,363.75
259,1781,445.25
53,354,88.5
2,10,2.5
21,124,31.0
422,2832,708.0
254,1658,414.5
158,1040,260.0
6,26,6.5
8,41,10.25
9,51,12.75
5,51,12.75
84,532,133.0
99,572,143.0
108,656,164.0
24,155,38.75
9,46,11.5
50,245,61.25
52,274,68.5
108,612,153.0
121,718,179.5
19,123,30.75
10,77,19.25
15,100,25.0
31,224,56.0
89,606,151.5
14,82,20.5
21,131,32.75
41,214,53.5
1,1,0.25
52,281,70.25
90,512,128.0
117,688,172.0
88,536,134.0
28,147,36.75
134,770,192.5
51,358,89.5
41,224,56.0
93,743,185.75
29,164,41.0
292,1880,470.0
107,666,166.5
147,896,224.0
218,1254,313.5
188,1255,313.75
144,944,236.0
18,101,25.25
152,919,229.75
196,1241,310.25
232,1401,350.25
540,3623,905.75
441,2255,563.75
8,54,13.5
29,211,52.75
140,937,234.25
34,188,47.0
30,216,54.0
40,279,69.75
97,623,155.75
59,366,91.5
226,1573,393.25
122,751,187.75
129,804,201.0
6,31,7.75
597,3419,854.75
41,223,55.75
49,301,75.25
7,32,8.0
90,531,132.75
203,1268,317.0
327,1816,454.0
42,251,62.75
311,2051,512.75
194,1177,294.25
6,39,9.75
312,2046,511.5
6,34,8.5
116,697,174.25
114,684,171.0
151,970,242.5
135,1007,251.75
6,34,8.5
98,539,134.75
284,2014,503.5
271,1590,397.5
112,701,175.25
443,2930,732.5
152,961,240.25
230,1380,345.0
8,46,11.5
28,188,47.0
99,599,149.75
21,112,28.0
5,30,7.5
55,308,77.0
200,1185,296.25
109,600,150.0
261,1564,391.0
41,289,72.25
1,2,0.5
181,1341,335.25
121,865,216.25
143,980,245.0
73,439,109.75
214,1515,378.75
285,1857,464.25
285,1857,464.25
325,1698,424.5
34,184,46.0
359,2306,576.5
140,935,233.75
